636.28717	1.476814
637.872681	1.476742
639.45813	1.476671
641.043579	1.4766
642.628906	1.47653
644.214172	1.47646
645.799316	1.476391
647.38446	1.476322
648.969482	1.476254
650.554504	1.476187
652.139404	1.476119
653.724243	1.476053
655.30896	1.475987
656.893677	1.475921
658.478333	1.475856
660.062866	1.475792
661.647339	1.475728
663.23175	1.475664
664.81604	1.475601
666.400269	1.475538
667.984497	1.475476
669.568604	1.475414
671.152588	1.475353
672.736572	1.475292
674.320435	1.475232
675.904236	1.475172
677.487915	1.475112
679.071594	1.475053
680.655151	1.474995
682.238647	1.474936
683.822021	1.474879
685.405396	1.474821
686.988586	1.474764
688.571716	1.474708
690.154846	1.474652
691.737854	1.474596
693.32074	1.47454
694.903564	1.474486
696.486328	1.474431
698.06897	1.474377
699.651611	1.474323
701.23407	1.47427
702.816528	1.474217
704.398804	1.474164
705.981079	1.474112
707.563232	1.47406
709.145325	1.474008
710.727295	1.473957
712.309204	1.473906
713.890991	1.473855
715.472778	1.473805
717.054382	1.473756
718.635925	1.473706
720.217407	1.473657
721.798767	1.473608
723.380005	1.47356
724.961243	1.473512
726.542358	1.473464
728.123352	1.473416
729.704224	1.473369
731.285095	1.473322
732.865845	1.473276
734.446472	1.47323
736.026978	1.473184
737.607483	1.473138
739.187866	1.473093
740.768066	1.473048
742.348267	1.473003
743.928345	1.472959
745.508301	1.472914
747.088196	1.472871
748.667969	1.472827
750.247681	1.472784
751.827271	1.472741
753.406738	1.472698
754.986145	1.472656
756.56543	1.472614
758.144653	1.472572
759.723755	1.47253
761.302734	1.472489
762.881592	1.472448
764.460388	1.472407
766.039124	1.472367
767.617676	1.472326
769.196167	1.472286
770.774536	1.472247
772.352844	1.472207
773.93103	1.472168
775.509155	1.472129
777.087036	1.47209
778.664917	1.472052
780.242737	1.472013
781.820374	1.471975
783.397888	1.471937
784.975342	1.4719
786.552673	1.471862
788.129944	1.471825
789.707031	1.471789
791.284058	1.471752
792.860962	1.471715
794.437744	1.471679
796.014465	1.471643
797.591003	1.471608
799.16748	1.471572
800.743835	1.471537
802.320129	1.471502
803.89624	1.471467
805.47229	1.471432
807.048157	1.471398
808.623962	1.471364
810.199646	1.471329
811.775208	1.471296
813.350708	1.471262
814.926025	1.471229
816.501221	1.471195
818.076355	1.471162
819.651367	1.47113
821.226257	1.471097
822.800964	1.471064
824.37561	1.471032
825.950195	1.471
827.524597	1.470968
829.098816	1.470937
830.673035	1.470905
832.24707	1.470874
833.820984	1.470843
835.394836	1.470812
836.968567	1.470781
838.542114	1.47075
840.11554	1.47072
841.688843	1.47069
843.262085	1.47066
844.835144	1.47063
846.408081	1.4706
847.980957	1.470571
849.553711	1.470541
851.126282	1.470512
852.69873	1.470483
854.271118	1.470454
855.843384	1.470425
857.415405	1.470397
858.987427	1.470369
860.559204	1.47034
862.130981	1.470312
863.702515	1.470284
865.273926	1.470257
866.845337	1.470229
868.416504	1.470202
869.98761	1.470174
871.558472	1.470147
873.129272	1.47012
874.700012	1.470093
876.270508	1.470067
877.840942	1.47004
879.411255	1.470014
880.981323	1.469988
882.551392	1.469962
884.121277	1.469936
885.69104	1.46991
887.26062	1.469884
888.8302	1.469859
890.399536	1.469833
891.968628	1.469808
893.537781	1.469783
895.10675	1.469758
896.675476	1.469733
898.244263	1.469709
899.812683	1.469684
901.381165	1.46966
