191.248413 0.010949
192.836197 0.0112834
194.424026 0.011721
196.011902 0.0120916
197.599823 0.0124798
199.18782 0.0128869
200.775848 0.0132043
202.363922 0.0136471
203.952057 0.014113
205.540237 0.0144747
207.128448 0.0148493
208.716721 0.0153789
210.305023 0.0157883
211.893402 0.0162134
213.481812 0.0166553
215.070267 0.0171148
216.658768 0.0174153
218.247314 0.0179047
219.835892 0.0184147
221.42453 0.0187451
223.013214 0.01929
224.601929 0.019641
226.190674 0.0202244
227.779495 0.0205979
229.368332 0.0212239
230.95723 0.0216224
232.546143 0.0220303
234.135101 0.0227218
235.724121 0.0231585
237.313156 0.023606
238.902252 0.0240649
240.491379 0.0245355
242.080536 0.0250184
243.669754 0.025514
245.258987 0.0260228
246.848267 0.0265454
248.437576 0.0270823
250.026932 0.0276341
251.616302 0.0282014
253.205734 0.028785
254.795197 0.0293855
256.384674 0.0300036
257.974182 0.0301896
259.563751 0.030829
261.153351 0.0314878
262.742981 0.0321668
264.332611 0.0323614
265.922302 0.0330648
267.512024 0.0337904
269.101776 0.0345394
270.691559 0.0347435
272.281372 0.0355205
273.871216 0.0357279
275.46109 0.0365342
277.050964 0.0373679
278.64093 0.0375823
280.230865 0.0384484
281.820862 0.0386666
283.410858 0.0395669
285.000916 0.0404994
286.590973 0.0407254
288.181061 0.0416959
289.771179 0.041926
291.361298 0.0429367
292.951477 0.043171
294.541687 0.0442243
296.131897 0.0444631
297.722107 0.0455615
299.312378 0.0458049
300.902649 0.0460483
302.492981 0.0471993
304.083313 0.0474475
305.673645 0.0486495
307.264008 0.0489026
308.854431 0.0501589
310.444824 0.0504172
312.035248 0.0506755
313.625702 0.0519949
315.216156 0.0522586
316.806671 0.0536398
318.397156 0.0539091
319.987701 0.0541784
321.578217 0.0556313
323.168762 0.0559065
324.759338 0.0561816
326.349945 0.0577114
327.940552 0.0579927
329.531189 0.058274
331.121796 0.059886
332.712463 0.0601737
334.303101 0.0604614
335.893768 0.0621619
337.484467 0.0624562
339.075165 0.0627506
340.665894 0.0645461
342.256622 0.0648475
343.847351 0.0651489
345.43808 0.0654503
347.02887 0.0673554
348.619598 0.0676641
350.210388 0.0679729
351.801178 0.0699887
353.391968 0.0703052
354.982758 0.0706216
356.573578 0.0709381
358.164398 0.0730816
359.755219 0.0734062
361.346039 0.0737308
362.93689 0.0740554
364.52774 0.0763374
366.118591 0.0766706
367.709412 0.0770037
369.300293 0.079427
370.891174 0.081985
372.482025 0.0846892
374.072876 0.0930244
375.663757 0.114978
377.254639 0.150105
378.84552 0.188422
380.436371 0.232878
382.027283 0.304008
383.618134 0.381592
385.209015 0.5109
386.799896 0.615612
388.390778 0.77268
389.981659 1.03446
391.57254 1.03868
393.163391 1.56435
394.754272 1.57068
396.345154 3.15402
397.936005 3.16668
399.526886 3.17934
400 8.33273
410 13.6514
420 14.9208
430 15.6965
440 17.0801
450 15.9866
460 17.1858
470 18.9855
480 17.1288
490 18.221
500 17.7628
510 18.7891
520 19.0693
530 19.3468
540 19.4443
550 19.1963
560 19.806
570 19.4675
580 19.4747
590 20.5025
600 17.2995
610 18.3178
620 19.2727
630 19.2822
640 19.0748
650 20.2052
660 21.1779
670 22.9814
680 23.5273
690 22.5035
700 21.1803
710 21.9845
720 19.4223
730 19.9628
740 21.1825
750 22.3532
760 23.8106
770 28.7675
780 21.933
790 22.7776
800 23.7545
810 25.1788
820 23.4725
830 21.4446
840 26.9537
850 24.868
860 21.9348
870 18.3155
880 16.0984
890 12.7841
900 7.84445
